# Document parsed from: Master_List_for_Atlas_Copco-2.xlsx

## Page 1

|Basic Material|Changed By|Business Partner|Organizational Unit|Changed on|Company Created|Created by|Created on|Desc. in English (as of 11.2025)|Old description|Ext. Matl Group|Material group|Material type||Purchasing document|Purchase doc Item|Purchasing org.||Size/Dimension|Vendor||Material|Counter of PO|Counter of Material|PO Value|PO Quantity|
|SEE PO TEXT (T|COF-ZHACHEN|Not assigned|Not assigned|09/26/2025|Atlas Copco Comptec LLC|TBI-SCHETHA|09/18/2025|IMPELLER FORGING|#|#|IMPELLER FORGING|ZRH4|Purchased raw material|45834198|20|US02|Comptec|10.00" DIAMETER|1100004797|TITANIUM ENGINEERS, INC.|1314217454|1|1|$ 2,430.00|4.00 "|
|SEE PO TEXT (T|COF-ZHACHEN|Not assigned|Not assigned|09/26/2025|Atlas Copco Comptec LLC|TBI-SCHETHA|09/18/2025|IMPELLER FORGING|#|#|IMPELLER FORGING|ZRH4|Purchased raw material|45834198|30|US02|Comptec|10.00" DIAMETER|1100004797|TITANIUM ENGINEERS, INC.|1314217454|1|1|$ 2,430.00|4.00 "|
|SEE PO TEXT (T|GAP-ENOVIA|Not assigned|Not assigned|02/12/2025|Atlas Copco Comptec LLC|TBI-NAEIDRI|01/29/2025|IMPELLER, FORGING|#|#|IMPELLER,|ZRH4|Purchased raw material|45810241|10|US02|Comptec|20.00" DIAMETER|1101003917|R. KIND GMBH|1314209544|1|1|$ 13,000.04|9.25 "|
|SEE PO TEXT (T|GAP-ENOVIA|Not assigned|Not assigned|02/12/2025|Atlas Copco Comptec LLC|TBI-NAEIDRI|01/29/2025|IMPELLER, FORGING|#|#|IMPELLER,|ZRH4|Purchased raw material|45810241|20|US02|Comptec|20.00" DIAMETER|1101003917|R. KIND GMBH|1314209544|1|1|$ 13,000.04|9.25 "|
|SEE PO TEXT (T|GAP-ENOVIA|Not assigned|Not assigned|02/12/2025|Atlas Copco Comptec LLC|TBI-NAEIDRI|01/29/2025|IMPELLER, FORGING|#|#|IMPELLER,|ZRH4|Purchased raw material|45810241|30|US02|Comptec|17.00" DIAMETER|1101003917|R. KIND GMBH|1314209545|1|1|$ 8,000.03|6.75 "|
|SEE PO TEXT (T|GAP-ENOVIA|Not assigned|Not assigned|02/12/2025|Atlas Copco Comptec LLC|TBI-NAEIDRI|01/29/2025|IMPELLER, FORGING|#|#|IMPELLER,|ZRH4|Purchased raw material|45810241|40|US02|Comptec|17.00" DIAMETER|1101003917|R. KIND GMBH|1314209545|1|1|$ 8,000.03|6.75 "|
|SEE PO TEXT (T|GAP-ENOVIA|Not assigned|Not assigned|02/12/2025|Atlas Copco Comptec LLC|TBI-NAEIDRI|01/29/2025|IMPELLER, FORGING|#|#|IMPELLER,|ZRH4|Purchased raw material|45810241|50|US02|Comptec|13.00" DIAMETER|1101003917|R. KIND GMBH|1314209546|1|1|$ 4,700.03|5.50 "|
|SEE PO TEXT (T|GAP-ENOVIA|Not assigned|Not assigned|02/12/2025|Atlas Copco Comptec LLC|TBI-NAEIDRI|01/29/2025|IMPELLER, FORGING|#|#|IMPELLER,|ZRH4|Purchased raw material|45810241|60|US02|Comptec|13.00" DIAMETER|1101003917|R. KIND GMBH|1314209546|1|1|$ 4,700.03|5.50 "|
|SEE PO TEXT (T|GAP-ENOVIA|Not assigned|Not assigned|02/12/2025|Atlas Copco Comptec LLC|TBI-NAEIDRI|01/29/2025|IMPELLER, FORGING|#|#|IMPELLER,|ZRH4|Purchased raw material|45810241|70|US02|Comptec|11.00" DIAMETER|1101003917|R. KIND GMBH|1314209547|1|1|$ 3,300.00|5.00 "|
|SEE PO TEXT (T|GAP-ENOVIA|Not assigned|Not assigned|02/12/2025|Atlas Copco Comptec LLC|TBI-NAEIDRI|01/29/2025|IMPELLER, FORGING|#|#|IMPELLER,|ZRH4|Purchased raw material|45810241|80|US02|Comptec|11.00" DIAMETER|1101003917|R. KIND GMBH|1314209547|1|1|$ 3,300.00|5.00 "|
|SEE PO TEXT (T|GAP-ENOVIA|Not assigned|Not assigned|02/12/2025|Atlas Copco Comptec LLC|TBI-NAEIDRI|01/29/2025|IMPELLER, FORGING|#|#|IMPELLER,|ZRH4|Purchased raw material|45810241|90|US02|Comptec|10.00" DIAMETER|1101003917|R. KIND GMBH|1314209548|1|1|$ 2,699.98|4.25 "|
|SEE PO TEXT (T|GAP-ENOVIA|Not assigned|Not assigned|02/12/2025|Atlas Copco Comptec LLC|TBI-NAEIDRI|01/29/2025|IMPELLER, FORGING|#|#|IMPELLER,|ZRH4|Purchased raw material|45810241|100|US02|Comptec|10.00" DIAMETER|1101003917|R. KIND GMBH|1314209548|1|1|$ 2,699.98|4.25 "|
|SEE PO TEXT (T|GAP-ENOVIA|Not assigned|Not assigned|02/12/2025|Atlas Copco Comptec LLC|TBI-NAEIDRI|01/29/2025|IMPELLER, FORGING|#|#|IMPELLER,|ZRH4|Purchased raw material|45810241|110|US02|Comptec|9.00" DIAMETER|1101003917|R. KIND GMBH|1314209549|1|1|$ 2,300.00|4.00 "|
|SEE PO TEXT (T|GAP-ENOVIA|Not assigned|Not assigned|02/12/2025|Atlas Copco Comptec LLC|TBI-NAEIDRI|01/29/2025|IMPELLER, FORGING|#|#|IMPELLER,|ZRH4|Purchased raw material|45810241|120|US02|Comptec|9.00" DIAMETER|1101003917|R. KIND GMBH|1314209549|1|1|$ 2,300.00|4.00 "|
|SEE PO TEXT (T|GAP-ENOVIA|Not assigned|Not assigned|02/12/2025|Atlas Copco Comptec LLC|TBI-NAEIDRI|01/29/2025|IMPELLER, FORGING|#|#|IMPELLER,|ZRH4|Purchased raw material|45810241|150|US02|Comptec|20.00" DIAMETER|1101003917|R. KIND GMBH|1314209544|1|1|$ 13,000.04|9.25 "|
|SEE PO TEXT (T|GAP-ENOVIA|Not assigned|Not assigned|02/12/2025|Atlas Copco Comptec LLC|TBI-NAEIDRI|01/29/2025|IMPELLER, FORGING|#|#|IMPELLER,|ZRH4|Purchased raw material|45810241|160|US02|Comptec|17.00" DIAMETER|1101003917|R. KIND GMBH|1314209545|1|1|$ 8,000.03|6.75 "|
|SEE PO TEXT (T|GAP-ENOVIA|Not assigned|Not assigned|02/12/2025|Atlas Copco Comptec LLC|TBI-NAEIDRI|01/29/2025|IMPELLER, FORGING|#|#|IMPELLER,|ZRH4|Purchased raw material|45810241|170|US02|Comptec|13.00" DIAMETER|1101003917|R. KIND GMBH|1314209546|1|1|$ 4,700.03|5.50 "|
|SEE PO TEXT (T|GAP-ENOVIA|Not assigned|Not assigned|02/12/2025|Atlas Copco Comptec LLC|TBI-NAEIDRI|01/29/2025|IMPELLER, FORGING|#|#|IMPELLER,|ZRH4|Purchased raw material|45810241|180|US02|Comptec|11.00" DIAMETER|1101003917|R. KIND GMBH|1314209547|1|1|$ 3,300.00|5.00 "|
|SEE PO TEXT (T|GAP-ENOVIA|Not assigned|Not assigned|02/12/2025|Atlas Copco Comptec LLC|TBI-NAEIDRI|01/29/2025|IMPELLER, FORGING|#|#|IMPELLER,|ZRH4|Purchased raw material|45810241|190|US02|Comptec|10.00" DIAMETER|1101003917|R. KIND GMBH|1314209548|1|1|$ 2,699.98|4.25 "|
|SEE PO TEXT (T|GAP-ENOVIA|Not assigned|Not assigned|02/12/2025|Atlas Copco Comptec LLC|TBI-NAEIDRI|01/29/2025|IMPELLER, FORGING|#|#|IMPELLER,|ZRH4|Purchased raw material|45810241|200|US02|Comptec|9.00" DIAMETER|1101003917|R. KIND GMBH|1314209549|1|1|$ 2,300.00|4.00 "|
|SEE PO TEXT (T|GAP-ENOVIA|Not assigned|Not assigned|02/12/2025|Atlas Copco Comptec LLC|TBI-NAEIDRI|01/29/2025|IMPELLER, FORGING|#|#|IMPELLER,|ZRH4|Purchased raw material|45810739|10|US02|Comptec|11.00" DIAMETER|1100004797|TITANIUM ENGINEERS, INC.|1314209547|1|1|$ 3,480.00|5.00 "|
|SEE PO TEXT (T|GAP-ENOVIA|Not assigned|Not assigned|02/12/2025|Atlas Copco Comptec LLC|TBI-NAEIDRI|01/29/2025|IMPELLER, FORGING|#|#|IMPELLER,|ZRH4|Purchased raw material|45810739|20|US02|Comptec|11.00" DIAMETER|1100004797|TITANIUM ENGINEERS, INC.|1314209547|1|1|$ 3,480.00|5.00 "|
|SEE PO TEXT (T|GAP-ENOVIA|Not assigned|Not assigned|02/12/2025|Atlas Copco Comptec LLC|TBI-NAEIDRI|01/29/2025|IMPELLER, FORGING|#|#|IMPELLER,|ZRH4|Purchased raw material|45817210|10|US02|Comptec|11.00" DIAMETER|1100004797|TITANIUM ENGINEERS, INC.|1314209547|1|1|$ 3,730.00|5.00 "|
|SEE PO TEXT (T|GAP-ENOVIA|Not assigned|Not assigned|04/02/2025|Atlas Copco Comptec LLC|TBI-DWOWILL|04/01/2025|IMPELLER, FORGING|#|#|IMPELLER,|ZRH4|Purchased raw material|45814064|10|US02|Comptec|14.00" DIAMETER|1100004797|TITANIUM ENGINEERS, INC.|1314212733|1|1|$ 7,284.98|7.50 "|
|SEE PO TEXT (T|GAP-ENOVIA|Not assigned|Not assigned|04/02/2025|Atlas Copco Comptec LLC|TBI-DWOWILL|04/01/2025|IMPELLER, FORGING|#|#|IMPELLER,|ZRH4|Purchased raw material|45814064|20|US02|Comptec|14.00" DIAMETER|1100004797|TITANIUM ENGINEERS, INC.|1314212733|1|1|$ 7,284.98|7.50 "|
|SEE PO TEXT (T|GAP-ENOVIA|Not assigned|Not assigned|04/02/2025|Atlas Copco Comptec LLC|TBI-DWOWILL|04/01/2025|IMPELLER, FORGING|#|#|IMPELLER,|ZRH4|Purchased raw material|45814064|30|US02|Comptec|14.00" DIAMETER|1100004797|TITANIUM ENGINEERS, INC.|1314212733|1|1|$ 7,284.98|7.50 "|
|SEE PO TEXT (T|GAP-ENOVIA|Not assigned|Not assigned|08/11/2025|Atlas Copco Comptec LLC|TBI-WHIJEFF|07/21/2025|IMPELLER FORGING|#|#|IMPELLER FORGING|ZRH4|Purchased raw material|45827021|10|US02|Comptec|14.00" DIAMETER X 6.75" LONG|1100004797|TITANIUM ENGINEERS, INC.|1314215752|1|1|$ 6,945.00|1 PC|
|SEE PO TEXT (T|GAP-ENOVIA|Not assigned|Not assigned|08/11/2025|Atlas Copco Comptec LLC|TBI-WHIJEFF|07/21/2025|IMPELLER FORGING|#|#|IMPELLER FORGING|ZRH4|Purchased raw material|45827021|20|US02|Comptec|14.00" DIAMETER X 6.75" LONG|1100004797|TITANIUM ENGINEERS, INC.|1314215752|1|1|$ 6,945.00|1 PC|
|SEE TEXT|ENG-BATCH|Not assigned|Not assigned|01/03/2025|Atlas Copco Comptec LLC|TBI-MADDANI|01/02/2025|CONDITIONER, SIGNAL|#|#|CONDITIONER,|ZRH8|Purchased finished|45804207|10|US02|Comptec|REPEATER POWER SUPPLY|1100002538|REXEL USA, INC DBA Gexpro|1314208702|1|1|$ 581.74|2 PC|
|SEE TEXT|ENG-BATCH|Not assigned|Not assigned|01/08/2025|Atlas Copco Comptec LLC|TBI-MADDANI|01/07/2025|ADAPTER, ELECTRICAL|#|#|ADAPTER,|ZRH8|Purchased finished|45804547|10|US02|Comptec|DIN RAIL|1100001955|GRAINGER, INCORPORATED|1314208757|1|1|$ 10.69|1 PC|
|SEE TEXT|ENG-BATCH|Not assigned|Not assigned|01/08/2025|Atlas Copco Comptec LLC|TBI-MADDANI|01/07/2025|CIRCUIT BREAKER|#|#|CIRCUIT BREAKER|ZRH8|Purchased finished|45804493|10|US02|Comptec|30A 1 PHASE D CURVE|1100001955|GRAINGER, INCORPORATED|1314208751|1|1|$ 99.68|1 PC|
|SEE TEXT|ENG-BATCH|Not assigned|Not assigned|01/08/2025|Atlas Copco Comptec LLC|TBI-MADDANI|01/07/2025|SWITCH, CONTACT BLOCK|#|#|SWITCH,|ZRH8|Purchased finished|45804547|30|US02|Comptec|PANEL MOUNTING|1100001955|GRAINGER, INCORPORATED|1314208756|1|1|$ 14.08|1 PC|
|SEE TEXT|ENG-BATCH|Not assigned|Not assigned|01/08/2025|Atlas Copco Comptec LLC|TBI-MADDANI|01/07/2025|SWITCH, MICRO|#|#|SWITCH,|ZRH8|Purchased finished|45804547|20|US02|Comptec|KEY|1100001955|GRAINGER, INCORPORATED|1314208755|1|1|$ 102.82|1 PC|
|SEE TEXT|ENG-BATCH|Not assigned|Not assigned|03/19/2025|Atlas Copco Comptec LLC|TBI-MADDANI|03/18/2025|MOTOR, SPARE PARTS|#|#|MOTOR,|ZRH8|Purchased finished|45830287|10|US02|Comptec|DEMISTER .5 HP|1100002463|NORTECH INCORPORATED|1314211735|1|1|$ 1,620.00|2 PC|
|SEE TEXT|ENG-BATCH|Not assigned|Not assigned|05/07/2025|Atlas Copco Comptec LLC|TBI-MADDANI|05/06/2025|CABLE, PROXIMETER|#|#|CABLE,|ZRH8|Purchased finished|45817333|10|US02|Comptec|ACCELEROMETER|1100001863|BENTLY NEVADA, LLC|1314213741|1|1|$ 603.42|1 PC|
|SEE TEXT|ENG-BATCH|Not assigned|Not assigned|07/22/2025|Atlas Copco Comptec LLC|TBI-MADDANI|07/21/2025|PARTS KIT|#|#|PARTS KIT|ZHB1|Assembly made in-house|45824808|10|US02|Comptec|UPGRADED PARTS SO#4202363|1102000304|ATLAS COPCO ENERGAS GMBH|1314215706|1|1|$ 129,681.06|1 PC|
|SEE TEXT|ENG-BATCH|Not assigned|Not assigned|08/22/2025|Atlas Copco Comptec LLC|TBI-MADDANI|08/21/2025|IT SOFTWARE|#|#|IT SOFTWARE|ZRH8|Purchased finished|45828159|20|US02|Comptec|LICENSE FOR STUDIO 5000|1100002538|REXEL USA, INC DBA Gexpro|1314216974|1|1|$ 10,617.52|1 PC|
|SEE TEXT|ENG-BATCH|Not assigned|Not assigned|08/22/2025|Atlas Copco Comptec LLC|TBI-MADDANI|08/21/2025|IT SOFTWARE|#|#|IT SOFTWARE|ZRH8|Purchased finished|45828159|30|US02|Comptec|FACTORY TALK SOFTWARE LICENSE|1100002538|REXEL USA, INC DBA Gexpro|1314216975|1|1|$ 1,689.77|1 PC|
|SEE TEXT|ENG-BATCH|Not assigned|Not assigned|08/22/2025|Atlas Copco Comptec LLC|TBI-MADDANI|08/21/2025|IT SOFTWARE|#|#|IT SOFTWARE|ZRH8|Purchased finished|45838373|10|US02|Comptec|LICENSE FOR STUDIO 5000|1100002538|REXEL USA, INC DBA Gexpro|1314216974|1|1|$ 4,732.00|1 PC|
|SEE TEXT|ENG-BATCH|Not assigned|Not assigned|08/22/2025|Atlas Copco Comptec LLC|TBI-MADDANI|08/21/2025|IT SOFTWARE|#|#|IT SOFTWARE|ZRH8|Purchased finished|45838373|20|US02|Comptec|FACTORY TALK SOFTWARE LICENSE|1100002538|REXEL USA, INC DBA Gexpro|1314216975|1|1|$ 3,827.00|1 PC|
|SEE TEXT|ENG-BATCH|Not assigned|Not assigned|11/19/2025|Atlas Copco Comptec LLC|TBI-MADDANI|11/18/2025|TUBE FITTING CONNECTOR O-RING SEAL|#|#|TUBE FITTING CONNECTOR O-RING SEAL|ZRH8|Purchased finished|45838235|10|US02|Comptec|7/8"-14UNF M O-RING X 9/16"-18 F|1100001964|MC MASTER-CARR SUPPLY COMPANY|1314219647|1|1|$ 53.87|1 PC|
|SEE TEXT|ENG-BATCH|Not assigned|Not assigned|11/19/2025|Atlas Copco Comptec LLC|TBI-MADDANI|11/18/2025|TUBE FITTING PLUG|#|#|TUBE FITTING PLUG|ZRH8|Purchased finished|45838235|20|US02|Comptec|7/8"-14 UNF O-RING PLUG|1100001964|MC MASTER-CARR SUPPLY COMPANY|1314219648|1|1|$ 39.19|1 PC|
|SEE TEXT|GAP-ENOVIA|Not assigned|Not assigned|03/19/2025|Atlas Copco Comptec LLC|TBI-MADDANI|03/18/2025|ADAPTER PLATE|#|#|ADAPTER PLATE|ZRH8|Purchased finished|45813674|30|US02|Comptec|AB PANELVIEW PLUS 7 10.4"|1100002538|REXEL USA, INC DBA Gexpro|1314211780|1|1|$ 0.00|0 PC|
|SEE TEXT|GAP-ENOVIA|Not assigned|Not assigned|03/19/2025|Atlas Copco Comptec LLC|TBI-MADDANI|03/18/2025|ADAPTER PLATE|#|#|ADAPTER PLATE|ZRH8|Purchased finished|45823065|10|US02|Comptec|AB PANELVIEW PLUS 7 10.4"|1100002397|MERIDIAN MANUFACTURING|1314211780|1|1|$ 0.00|0 PC|
|SEE VENDOR DWG|GAP-ENOVIA|Not assigned|Not assigned|04/09/2025|Atlas Copco Comptec LLC|TBI-WILTRIS|03/27/2025|TOOL, LIFTING|#|#|TOOL,|ZRH8|Purchased finished|45815585|10|US02|Comptec|ARM PARAMETERS T.1322|1100005256|Hanes Supply Company|1314212672|1|1|$ 11,500.00|1 PC|
|SPRING STEEL|ENG-BATCH|Not assigned|Not assigned|10/25/2025|Atlas Copco Comptec LLC|TBI-WHIJEFF|10/24/2025|SPRING PIN|#|#|SPRING PIN|ZRH8|Purchased finished|45835903|40|US02|Comptec|1/4 X .75|1100002488|FASTENAL INDUSTRIAL SUPPLIES|1314218861|1|1|$ 0.07|1 PC|
|SS|ENG-BATCH|Not assigned|Not assigned|04/02/2025|Atlas Copco Comptec LLC|TBI-MORJACO|04/01/2025|FITTING, TUBE CONNECTOR MALE|#|#|FITTING,|ZRH8|Purchased finished|45813849|10|US02|Comptec|1/2" T X 1/2" MALE PIPE WELD|1101010287|ALBANY VALVE & FITTING COMPANY|1314212730|1|1|$ 22.50|1 PC|
|SS|ENG-BATCH|Not assigned|Not assigned|08/16/2025|Atlas Copco Comptec LLC|TBI-SIMCHRI|08/15/2025|BALL VALVE|#|#|BALL VALVE|ZRH8|Purchased finished|45832561|10|US02|Comptec|BALL CONTROL VALVE 1" 150# POS|1100001996|NOONEY CONTROLS CORPORATION|1314216835|1|1|$ 23,900.00|2 PC|
|SS|ENG-BATCH|Not assigned|Not assigned|08/16/2025|Atlas Copco Comptec LLC|TBI-SIMCHRI|08/15/2025|BALL VALVE|#|#|BALL VALVE|ZRH8|Purchased finished|45832561|20|US02|Comptec|BALL CONTROL VALVE 1" 300# POS|1100001996|NOONEY CONTROLS CORPORATION|1314216836|1|1|$ 11,950.00|1 PC|
|SS|ENG-BATCH|Not assigned|Not assigned|08/16/2025|Atlas Copco Comptec LLC|TBI-SIMCHRI|08/15/2025|CHECK VALVE|#|#|CHECK VALVE|ZRH8|Purchased finished|45833837|10|US02|Comptec|1/2"-150# INSERT F6 CHECKALL|1100003857|CHECK-ALL VALVE MNFG|1314216840|1|1|$ 105.75|1 PC|
|SS|ENG-BATCH|Not assigned|Not assigned|08/16/2025|Atlas Copco Comptec LLC|TBI-SIMCHRI|08/15/2025|FILTER REGULATOR|#|#|FILTER REGULATOR|ZRH8|Purchased finished|45834209|10|US02|Comptec|1" FILT/REG AW40-N04G-8Z-B|1100002744|MOTION INDUSTRIES|1314216838|1|1|$ 67.64|1 PC|
|SS|ENG-BATCH|Not assigned|Not assigned|08/16/2025|Atlas Copco Comptec LLC|TBI-SIMCHRI|08/15/2025|PRESSURE CONTROL VALVE|#|#|PRESSURE CONTROL VALVE|ZRH8|Purchased finished|45832566|10|US02|Comptec|1/2"-300# PDCV FLOWSERVE|1100001996|NOONEY CONTROLS CORPORATION|1314216847|1|1|$ 46,875.00|3 PC|
|SS|ENG-BATCH|Not assigned|Not assigned|08/16/2025|Atlas Copco Comptec LLC|TBI-SIMCHRI|08/15/2025|PRESSURE CONTROL VALVE|#|#|PRESSURE CONTROL VALVE|ZRH8|Purchased finished|45836107|20|US02|Comptec|1/2"-300# PDCV FLOWSERVE|1100001996|NOONEY CONTROLS CORPORATION|1314216847|1|1|$ 31,250.00|2 PC|
|SS|GAP-ENOVIA|Not assigned|Not assigned|01/08/2025|Atlas Copco Comptec LLC|TBI-MORJACO|01/06/2025|DRIVER SHIM|#|#|DRIVER SHIM|ZRH8|Purchased finished|45804700|10|US02|Comptec|1718 DRIVER SHIM FRONT|1100001861|INDUSTRIAL GASKET\&SHIM CO.INC.|1314208739|1|1|$ 582.24|2 PC|
|SS|GAP-ENOVIA|Not assigned|Not assigned|01/08/2025|Atlas Copco Comptec LLC|TBI-MORJACO|01/06/2025|DRIVER SHIM|#|#|DRIVER SHIM|ZRH8|Purchased finished|45804700|20|US02|Comptec|1718 DRIVER SHIM REAR|1100001861|INDUSTRIAL GASKET\&SHIM CO.INC.|1314208740|1|1|$ 744.66|2 PC|
|SS|GAP-ENOVIA|Not assigned|Not assigned|01/23/2025|Atlas Copco Comptec LLC|TBI-MORJACO|01/22/2025|FITTING, TUBE CONNECTOR MALE|#|#|FITTING,|ZRH8|Purchased finished|45806717|10|US02|Comptec|TC 3/8TX1/2MNPT SWGLK 600-1-8BT|1101010287|ALBANY VALVE & FITTING COMPANY|1314209358|1|1|$ 21.90|1 PC|
|SS|GAP-ENOVIA|Not assigned|Not assigned|01/23/2025|Atlas Copco Comptec LLC|TBI-MORJACO|01/22/2025|FITTING, TUBE CONNECTOR MALE|#|#|FITTING,|ZRH8|Purchased finished|45806717|30|US02|Comptec|TC 3/8TX1/2MNPT SWGLK 600-1-8BT|1101010287|ALBANY VALVE & FITTING COMPANY|1314209358|1|1|$ 21.90|1 PC|
|SS|GAP-ENOVIA|Not assigned|Not assigned|01/23/2025|Atlas Copco Comptec LLC|TBI-MORJACO|01/22/2025|FITTING, TUBE CONNECTOR MALE|#|#|FITTING,|ZRH8|Purchased finished|45806717|50|US02|Comptec|TC 3/8TX1/2MNPT SWGLK 600-1-8BT|1101010287|ALBANY VALVE & FITTING COMPANY|1314209358|1|1|$ 21.90|1 PC|
|SS|GAP-ENOVIA|Not assigned|Not assigned|01/23/2025|Atlas Copco Comptec LLC|TBI-MORJACO|01/22/2025|FITTING, TUBE CONNECTOR MALE|#|#|FITTING,|ZRH8|Purchased finished|45832926|90|US02|Comptec|TC 3/8TX1/2MNPT SWGLK 600-1-8BT|1101010287|ALBANY VALVE & FITTING COMPANY|1314209358|1|1|$ 22.80|1 PC|
|SS|GAP-ENOVIA|Not assigned|Not assigned|01/23/2025|Atlas Copco Comptec LLC|TBI-MORJACO|01/22/2025|FITTING, TUBE CONNECTOR MALE|#|#|FITTING,|ZRH8|Purchased finished|45832926|100|US02|Comptec|TC 3/8TX1/2MNPT SWGLK 600-1-8BT|1101010287|ALBANY VALVE & FITTING COMPANY|1314209358|1|1|$ 22.80|1 PC|
|SS|GAP-ENOVIA|Not assigned|Not assigned|01/23/2025|Atlas Copco Comptec LLC|TBI-MORJACO|01/22/2025|FITTING, TUBE CONNECTOR MALE|#|#|FITTING,|ZRH8|Purchased finished|45832926|110|US02|Comptec|TC 3/8TX1/2MNPT SWGLK 600-1-8BT|1101010287|ALBANY VALVE & FITTING COMPANY|1314209358|1|1|$ 22.80|1 PC|
|SS|GAP-ENOVIA|Not assigned|Not assigned|01/23/2025|Atlas Copco Comptec LLC|TBI-MORJACO|01/22/2025|FITTING, TUBE CONNECTOR MALE|#|#|FITTING,|ZRH8|Purchased finished|45832926|120|US02|Comptec|TC 3/8TX1/2MNPT SWGLK 600-1-8BT|1101010287|ALBANY VALVE & FITTING COMPANY|1314209358|1|1|$ 22.80|1 PC|
|SS|GAP-ENOVIA|Not assigned|Not assigned|07/30/2025|Atlas Copco Comptec LLC|TBI-HARCARS|07/17/2025|BALL VALVE|#|#|BALL VALVE|ZRH8|Purchased finished|45826842|10|US02|Comptec|10"-300#, W/PNEU ACT/SW|1100001996|NOONEY CONTROLS CORPORATION|1314215674|1|1|$ 108,700.00|4 PC|
|SS|GAP-ENOVIA|Not assigned|Not assigned|07/30/2025|Atlas Copco Comptec LLC|TBI-HARCARS|07/17/2025|BALL VALVE|#|#|BALL VALVE|ZRH8|Purchased finished|45826842|40|US02|Comptec|2"-300#, W/PNEU ACT/POS/FB NACE|1100001996|NOONEY CONTROLS CORPORATION|1314215679|1|1|$ 6,500.00|4 PC|
|SS|GAP-ENOVIA|Not assigned|Not assigned|07/30/2025|Atlas Copco Comptec LLC|TBI-HARCARS|07/17/2025|BALL VALVE|#|#|BALL VALVE|ZRH8|Purchased finished|45826842|60|US02|Comptec|8"-300#, W/PNEU ACT/SW|1100001996|NOONEY CONTROLS CORPORATION|1314215682|1|1|$ 77,000.00|4 PC|
|SS|GAP-ENOVIA|Not assigned|Not assigned|07/30/2025|Atlas Copco Comptec LLC|TBI-HARCARS|07/17/2025|CHECK VALVE|#|#|CHECK VALVE|ZRH8|Purchased finished|45826842|50|US02|Comptec|8"-300#|1100001996|NOONEY CONTROLS CORPORATION|1314215680|1|1|$ 47,800.00|4 PC|
|SS|GAP-ENOVIA|Not assigned|Not assigned|07/30/2025|Atlas Copco Comptec LLC|TBI-HARCARS|07/17/2025|GLOBE VALVE|#|#|GLOBE VALVE|ZRH8|Purchased finished|45826842|20|US02|Comptec|10"-300# RF W/ACT/POS/FB NACE|1100001996|NOONEY CONTROLS CORPORATION|1314215675|1|1|$ 113,400.00|4 PC|
|SS|GAP-ENOVIA|Not assigned|Not assigned|07/30/2025|Atlas Copco Comptec LLC|TBI-HARCARS|07/17/2025|GLOBE VALVE|#|#|GLOBE VALVE|ZRH8|Purchased finished|45826842|30|US02|Comptec|4"-300# W/ACT/POS/FB NACE|1100001996|NOONEY CONTROLS CORPORATION|1314215676|1|1|$ 32,600.00|4 PC|
|SS|GAP-ENOVIA|Not assigned|Not assigned|07/30/2025|Atlas Copco Comptec LLC|TBI-HARCARS|07/17/2025|SAFETY VALVE|#|#|SAFETY VALVE|ZRH8|Purchased finished|45826842|70|US02|Comptec|RELIEF VALVE, 4"-300# X 6"-150#|1100001996|NOONEY CONTROLS CORPORATION|1314215683|1|1|$ 47,500.00|4 PC|
|SS|GAP-ENOVIA|Not assigned|Not assigned|08/15/2025|Atlas Copco Comptec LLC|TBI-NAEIDRI|07/26/2025|RETAINING RING|#|#|RETAINING RING|ZRH8|Purchased finished|45827884|10|US02|Comptec|5.511"DIA WH-551|1100002018|SMALLEY STEEL RING COMPANY|1314215869|1|1|$ 0.01|1 PC|
|SS|GAP-ENOVIA|Not assigned|Not assigned|08/15/2025|Atlas Copco Comptec LLC|TBI-NAEIDRI|07/26/2025|RETAINING RING|#|#|RETAINING RING|ZRH8|Purchased finished|45827884|20|US02|Comptec|5.511"DIA WH-551|1100002018|SMALLEY STEEL RING COMPANY|1314215869|1|1|$ 0.01|1 PC|
|SS|GAP-ENOVIA|Not assigned|Not assigned|08/15/2025|Atlas Copco Comptec LLC|TBI-NAEIDRI|07/26/2025|RETAINING RING|#|#|RETAINING RING|ZRH8|Purchased finished|45827884|30|US02|Comptec|5.511"DIA WH-551|1100002018|SMALLEY STEEL RING COMPANY|1314215869|1|1|$ 0.02|2 PC|
|SS|GAP-ENOVIA|Not assigned|Not assigned|08/15/2025|Atlas Copco Comptec LLC|TBI-NAEIDRI|07/26/2025|RETAINING RING|#|#|RETAINING RING|ZRH8|Purchased finished|45827884|40|US02|Comptec|5.118" DIA WH-511|1100002018|SMALLEY STEEL RING COMPANY|1314215870|1|1|$ 0.01|1 PC|
|SS|GAP-ENOVIA|Not assigned|Not assigned|08/15/2025|Atlas Copco Comptec LLC|TBI-NAEIDRI|07/26/2025|RETAINING RING|#|#|RETAINING RING|ZRH8|Purchased finished|45827884|50|US02|Comptec|5.118" DIA WH-511|1100002018|SMALLEY STEEL RING COMPANY|1314215870|1|1|$ 0.01|1 PC|
